Imagen|Piezas del Vehículo|Tipos de Daño|Sugerencia
734.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
735.jpg|['Maletero', 'Parachoques trasero']|['Abolladura', 'Deformación']|['Reparar', 'Reparar']
736.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
737.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
738.jpg|['Rueda ']|['Rotura']|['Reparar']
739.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
74.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
740.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
741.jpg|['Parachoques trasero', 'Maletero', 'Guardabarros trasero derecho', 'Luz trasera derecho']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
742.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
743.jpg|['Ventana delantera izquierda']|['Rotura']|['Reemplazar']
744.jpg|['Rueda ']|['Rotura']|['Reparar']
745.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
746.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Capó ', 'Faros izquierdo']|['Abolladura', 'Deformación', 'Deformación', 'Rotura']|['Reparar', 'Reemplazar', 'Reparar', 'Reemplazar']
747.jpg|['Rueda ']|['Rotura']|['Reparar']
748.jpg|['Capó ', 'Guardabarros delantero derecho ', 'Parachoques delantero', 'Rueda ', 'Faros derecho']|['Abolladura', 'Deformación', 'Deformación', 'Desprendimiento', 'Rotura']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar', 'Reemplazar']
749.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
75.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Deformación', 'Desprendimiento']|['Reparar', 'Reparar']
750.jpg|['Marco de las puertas', 'Techo ']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
751.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
752.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
753.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
754.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
755.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
756.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Puerta delantera izquierda', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
757.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
758.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Antiniebla delantero derecho']|['Desprendimiento', 'Desprendimiento', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
759.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
76.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
760.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
761.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
762.jpg|['Capó ', 'Guardabarros delantero derecho ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Deformación', 'Deformación', 'Rotura']|['Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
763.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
764.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
765.jpg|['Capó ', 'Parachoques delantero']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
766.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
767.jpg|['Parachoques delantero']|['Desprendimiento']|['Reparar']
768.jpg|['Rueda ']|['Rotura']|['Reparar']
769.jpg|['Puerta trasera derecha', 'Marco de las puertas', 'Guardabarros trasero derecho']|['Rayón', 'Rayón', 'Rayón']|['Reparar', 'Reparar', 'Reparar']
77.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
770.jpg|['Puerta trasera derecha']|['Abolladura']|['Reparar']
771.jpg|['Puerta trasera derecha']|['Abolladura']|['Reparar']
772.jpg|['Parabrisas delantero']|['Rotura']|['Reparar']
773.jpg|['Puerta delantera izquierda']|['Rayón']|['Reparar']
774.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
775.jpg|['Parabrisas delantero']|['Rotura']|['Reparar']
776.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
777.jpg|['Parachoques trasero', 'Parachoques trasero', 'Luz trasera derecho']|['Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
778.jpg|['Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
779.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
78.jpg|['Capó ', 'Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Abolladura', 'Abolladura', 'Deformación']|['Reparar', 'Reparar', 'Reparar']
780.jpg|['Guardabarros delantero derecho ']|['Rayón']|['Reparar']
781.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
782.jpg|['Guardabarros trasero derecho', 'Puerta trasera derecha', 'Puerta delantera derecha', 'Moldura puerta trasera derecha']|['Abolladura', 'Deformación', 'Deformación', 'Deformación']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
783.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
784.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
785.jpg|['Puerta trasera derecha', 'Puerta delantera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
786.jpg|['Puerta delantera derecha']|['Deformación']|['Reparar']
787.jpg|['Luz trasera derecho']|['Rotura']|['Reemplazar']
788.jpg|['Guardabarros trasero derecho']|['Abolladura']|['Reparar']
789.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Abolladura', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
79.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda']|['Deformación', 'Deformación']|['Reparar', 'Reparar']
790.jpg|['Puerta delantera derecha', 'Guardabarros delantero derecho ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
791.jpg|['Puerta delantera derecha', 'Guardabarros delantero derecho ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
792.jpg|['Rueda ']|['Rotura']|['Reparar']
793.jpg|['Parachoques delantero', 'Faros izquierdo', 'Antiniebla delantero izquierdo']|['Fractura', 'Rotura', 'Rotura']|['Reparar', 'Reemplazar', 'Reemplazar']
794.jpg|['Guardabarros delantero derecho ', 'Espejo lateral derecho', 'Puerta delantera derecha', 'Parachoques delantero']|['Abolladura', 'Desprendimiento', 'Rayón', 'Rayón']|['Reparar', 'Reemplazar', 'Reparar', 'Reparar']
795.jpg|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
796.jpg|['Parachoques trasero']|['Desprendimiento']|['Reparar']
797.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
798.jpg|['Parachoques trasero', 'Luz trasera derecho']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
799.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
8.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
80.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
800.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
801.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda', 'Moldura puerta delantera izquierda', 'Manija izquierda', 'Moldura puerta trasera izquierda']|['Abolladura', 'Abolladura', 'Deformación', 'Desprendimiento', 'Desprendimiento']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
802.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Abolladura', 'Desprendimiento', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
803.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
804.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
805.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
806.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
807.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
808.jpg|['Parachoques trasero']|['Desprendimiento']|['Reparar']
809.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
81.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
810.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
811.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda', 'Marco de las puertas']|['Deformación', 'Deformación', 'Deformación']|['Reemplazar', 'Reemplazar', 'Reparar']
812.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda', 'Marco de las puertas']|['Deformación', 'Deformación', 'Deformación']|['Reemplazar', 'Reparar', 'Reparar']
813.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
814.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
815.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
816.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
817.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
818.jpg|['Marco de las puertas']|['Deformación']|['Reparar']
819.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ', 'Capó ', 'Faros derecho']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
82.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
820.jpg|['Rueda ']|['Rotura']|['Reparar']
821.jpg|['Parachoques trasero', 'Rueda ']|['Rayón', 'Rotura']|['Reparar', 'Reparar']
822.jpg|['Parachoques delantero', 'Luz indicadora delantera izquierda']|['Rayón', 'Rotura']|['Reparar', 'Reemplazar']
823.jpg|['Capó ', 'Faros izquierdo', 'Parachoques delantero']|['Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reemplazar', 'Reparar']
824.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
825.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
826.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
827.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
828.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
829.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
83.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
830.jpg|['Guardabarros delantero izquierdo ']|['Rayón']|['Reparar']
831.jpg|['Rueda ']|['Rotura']|['Reparar']
832.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
833.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
834.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Parabrisas delantero']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
835.jpg|['Puerta trasera derecha', 'Guardabarros trasero derecho', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Abolladura']|['Reparar', 'Reparar', 'Reparar']
836.jpg|['Puerta delantera derecha', 'Puerta trasera derecha', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Rayón']|['Reparar', 'Reparar', 'Reparar']
837.jpg|['Capó ', 'Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Deformación', 'Deformación', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
838.jpg|['Marco de las puertas', 'Puerta delantera derecha']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
839.jpg|['Parabrisas delantero']|['Rayón']|['Reparar']
84.jpg|['Guardabarros delantero izquierdo ', 'Rueda ']|['Deformación', 'Rotura']|['Reparar', 'Reparar']
840.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero']|['Abolladura', 'Rayón']|['Reemplazar', 'Reemplazar']
841.jpg|['Parachoques trasero']|['Rayón']|['Reemplazar']
842.jpg|['Capó ', 'Techo ', 'Parabrisas delantero']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
843.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
844.jpg|['Puerta delantera derecha']|['Abolladura']|['Reparar']
845.jpg|['Parachoques delantero']|['Desprendimiento']|['Reparar']
846.jpg|['Guardabarros trasero izquierdo', 'Puerta trasera izquierda', 'Parachoques trasero', 'Rueda ']|['Abolladura', 'Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
847.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
848.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
849.jpg|['Parachoques delantero', 'Antiniebla delantero izquierdo']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
85.jpg|['Parachoques delantero']|['Desprendimiento']|['Reparar']
850.jpg|['Puerta trasera derecha']|['Abolladura']|['Reparar']
851.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
852.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
853.jpg|['Parachoques delantero', 'Faros derecho']|['Fractura', 'Rotura']|['Reparar', 'Reemplazar']
854.jpg|['Puerta delantera izquierda']|['Abolladura']|['Reparar']
855.jpg|['Maletero', 'Parachoques trasero']|['Abolladura', 'Fractura']|['Reparar', 'Reparar']
856.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
857.jpg|['Guardabarros trasero derecho']|['Rayón']|['Reparar']
858.jpg|['Puerta delantera izquierda', 'Guardabarros delantero izquierdo ', 'Marco de las puertas', 'Luz indicadora delantera izquierda', 'Puerta trasera izquierda']|['Abolladura', 'Abolladura', 'Abolladura', 'Desprendimiento', 'Rayón']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar', 'Reparar']
859.jpg|['Rueda ']|['Rotura']|['Reparar']
86.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
860.jpg|['Parachoques delantero', 'Marco de la ventana', 'Guardabarros delantero derecho ', 'Capó ', 'Espejo lateral derecho', 'Faros derecho', 'Parabrisas delantero']|['Abolladura', 'Abolladura', 'Deformación', 'Deformación', 'Desprendimiento', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
861.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
862.jpg|['Marco de la ventana', 'Parabrisas delantero']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
863.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
864.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
865.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
866.jpg|['Luz trasera derecho']|['Rotura']|['Reemplazar']
867.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
868.jpg|['Guardabarros trasero izquierdo', 'Luz trasera izquierdo']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
869.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
87.jpg|['Guardabarros delantero derecho ']|['Rayón']|['Reparar']
870.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
871.jpg|['Capó ']|['Abolladura']|['Reparar']
872.jpg|['Parabrisas trasero', 'Guardabarros trasero derecho']|['Abolladura', 'Deformación']|['Reparar', 'Reemplazar']
873.jpg|['Puerta trasera izquierda']|['Abolladura']|['Reparar']
874.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
875.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
876.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
877.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
878.jpg|['Guardabarros trasero derecho']|['Abolladura']|['Reparar']
879.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
88.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
880.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
881.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
882.jpg|['Parachoques delantero', 'Guardabarros delantero derecho ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
883.jpg|['Puerta trasera izquierda', 'Puerta delantera izquierda', 'Marco de las puertas', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura', 'Abolladura', 'Rayón']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
884.jpg|['Rueda ']|['Rotura']|['Reparar']
885.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
886.jpg|['Puerta delantera izquierda', 'Puerta trasera izquierda']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
887.jpg|['Parachoques delantero']|['Desprendimiento']|['Reemplazar']
888.jpg|['Capó ', 'Guardabarros delantero derecho ', 'Faros derecho']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
889.jpg|['Guardabarros trasero izquierdo', 'Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
89.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
890.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Abolladura', 'Desprendimiento', 'Rayón']|['Reparar', 'Reemplazar', 'Reparar']
891.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
892.jpg|['Rueda ']|['Rotura']|['Reparar']
893.jpg|['Parachoques trasero']|['Rotura']|['Reparar']
894.jpg|['Maletero']|['Abolladura']|['Reparar']
895.jpg|['Guardabarros trasero derecho', 'Puerta trasera derecha']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
896.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
897.jpg|['Puerta delantera derecha', 'Moldura puerta delantera derecha']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
898.jpg|['Luz trasera izquierdo', 'Maletero']|['Rotura', 'Rotura']|['Reemplazar', 'Reparar']
899.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
9.jpg|['Capó ', 'Guardabarros delantero izquierdo ', 'Parabrisas delantero', 'Faros derecho', 'Luz indicadora delantera derecha']|['Deformación', 'Deformación', 'Rotura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar', 'Reemplazar']
90.jpg|['Guardabarros trasero izquierdo', 'Parachoques trasero', 'Maletero', 'Luz trasera izquierdo']|['Abolladura', 'Abolladura', 'Deformación', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reparar']
900.jpg|['Maletero', 'Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
901.jpg|['Ventanilla trasera izquierda      ']|['Rotura']|['Reemplazar']
902.jpg|['Maletero', 'Parachoques trasero']|['Abolladura', 'Rotura']|['Reparar', 'Reparar']
903.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
904.jpg|['Puerta trasera izquierda', 'Puerta delantera izquierda']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
905.jpg|['Parabrisas trasero']|['Rotura']|['Reemplazar']
906.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Abolladura', 'Rayón']|['Reparar', 'Reparar']
907.jpg|['Puerta delantera izquierda']|['Abolladura']|['Reparar']
908.jpg|['Parachoques trasero']|['Abolladura']|['Reparar']
909.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
91.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
910.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
911.jpg|['Moldura puerta delantera derecha', 'Puerta trasera derecha', 'Puerta delantera derecha', 'Puerta trasera derecha']|['Abolladura', 'Abolladura', 'Deformación', 'Deformación']|['Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
912.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
913.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
914.jpg|['Rueda ']|['Rotura']|['Reparar']
915.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
916.jpg|['Parachoques delantero', 'Faros derecho']|['Fractura', 'Fractura']|['Reparar', 'Reemplazar']
917.jpg|['Luz trasera izquierdo', 'Maletero']|['Fractura', 'Rayón']|['Reemplazar', 'Reparar']
918.jpg|['Capó ', 'Rejilla, parrilla', 'Parachoques delantero', 'Faros izquierdo', 'Parabrisas delantero']|['Deformación', 'Desprendimiento', 'Fractura', 'Fractura', 'Fractura']|['Reparar', 'Reemplazar', 'Reparar', 'Reemplazar', 'Reemplazar']
919.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
92.jpg|['Parachoques trasero', 'Luz trasera izquierdo']|['Deformación', 'Rotura']|['Reparar', 'Reemplazar']
920.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
921.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
922.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
923.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
924.jpg|['Guardabarros delantero izquierdo ', 'Puerta delantera izquierda', 'Rueda ']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
925.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
926.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Capó ', 'Faros izquierdo']|['Abolladura', 'Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar']
927.jpg|['Puerta trasera izquierda']|['Rayón']|['Reparar']
928.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
929.jpg|['Puerta trasera izquierda']|['Abolladura']|['Reparar']
93.jpg|['Puerta delantera izquierda']|['Rayón']|['Reparar']
930.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
931.jpg|['Parachoques trasero']|['Rayón']|['Reparar']
932.jpg|['Capó ', 'Guardabarros delantero derecho ']|['Abolladura', 'Desprendimiento']|['Reparar', 'Reparar']
933.jpg|['Parachoques delantero', 'Guardabarros delantero izquierdo ']|['Rayón', 'Rayón']|['Reparar', 'Reparar']
934.jpg|['Rueda ']|['Fractura']|['Reemplazar']
935.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
936.jpg|['Parachoques delantero']|['Abolladura']|['Reparar']
937.jpg|['Parachoques trasero']|['Fractura']|['Reparar']
938.jpg|['Guardabarros delantero izquierdo ', 'Parachoques delantero', 'Faros izquierdo']|['Abolladura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
939.jpg|['Puerta trasera izquierda', 'Guardabarros trasero izquierdo']|['Abolladura', 'Abolladura']|['Reparar', 'Reparar']
94.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
940.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
941.jpg|['Parachoques delantero']|['Fractura']|['Reparar']
942.jpg|['Guardabarros trasero izquierdo']|['Rayón']|['Reparar']
943.jpg|['Guardabarros delantero derecho ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Desprendimiento', 'Rotura']|['Reparar', 'Reemplazar', 'Reemplazar']
944.jpg|['Puerta delantera derecha', 'Guardabarros delantero derecho ', 'Rueda ']|['Abolladura', 'Abolladura', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
945.jpg|['Guardabarros trasero izquierdo', 'Parachoques trasero', 'Luz trasera izquierdo']|['Abolladura', 'Rayón', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
946.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
947.jpg|['Rueda ']|['Rotura']|['Reparar']
948.jpg|['Capó ', 'Rejilla, parrilla', 'Parachoques delantero', 'Faros izquierdo', 'Antiniebla delantero derecho']|['Abolladura', 'Abolladura', 'Fractura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
949.jpg|['Guardabarros delantero izquierdo ']|['Fractura']|['Reparar']
95.jpg|['Parachoques delantero']|['Rotura']|['Reparar']
950.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
951.jpg|['Capó ', 'Puerta delantera derecha', 'Guardabarros delantero derecho ', 'Parachoques delantero', 'Faros derecho']|['Abolladura', 'Abolladura', 'Deformación', 'Desprendimiento', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reparar', 'Reemplazar']
952.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
953.jpg|['Parachoques delantero']|['Rotura']|['Reparar']
954.jpg|['Capó ', 'Parachoques delantero']|['Abolladura', 'Rotura']|['Reparar', 'Reemplazar']
955.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
956.jpg|['Luz trasera izquierdo']|['Rotura']|['Reemplazar']
957.jpg|['Guardabarros delantero derecho ', 'Capó ', 'Parachoques delantero', 'Faros izquierdo', 'Antiniebla delantero derecho']|['Abolladura', 'Abolladura', 'Fractura', 'Rotura', 'Rotura']|['Reparar', 'Reparar', 'Reparar', 'Reemplazar', 'Reemplazar']
958.jpg|['Parabrisas delantero', 'Parachoques delantero']|['Desprendimiento', 'Rotura']|['Reemplazar', 'Reemplazar']
959.jpg|['Faros derecho']|['Rotura']|['Reemplazar']
96.jpg|['Guardabarros delantero derecho ']|['Abolladura']|['Reparar']
960.jpg|['Puerta delantera izquierda']|['Abolladura']|['Reparar']
961.jpg|['Marco de las puertas']|['Abolladura']|['Reparar']
962.jpg|['Marco de las puertas']|['Abolladura']|['Reparar']
963.jpg|['Puerta trasera derecha', 'Moldura puerta delantera derecha', 'Marco de las puertas']|['Abolladura', 'Abolladura', 'Abolladura']|['Reparar', 'Reparar', 'Reparar']
964.jpg|['Guardabarros trasero derecho', 'Parachoques trasero', 'Luz trasera izquierdo']|['Deformación', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar']
965.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
966.jpg|['Parabrisas delantero']|['Rotura']|['Reemplazar']
967.jpg|['Guardabarros delantero izquierdo ']|['Abolladura']|['Reparar']
968.jpg|['Guardabarros trasero izquierdo']|['Abolladura']|['Reparar']
969.jpg|['Parachoques delantero']|['Rayón']|['Reparar']
97.jpg|['Guardabarros delantero izquierdo ', 'Capó ', 'Rejilla, parrilla', 'Parachoques delantero']|['Abolladura', 'Deformación', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reemplazar', 'Reparar']
970.jpg|['Guardabarros delantero derecho ', 'Luz indicadora delantera derecha', 'Puerta delantera derecha']|['Abolladura', 'Desprendimiento', 'Rayón']|['Reparar', 'Reemplazar', 'Reparar']
971.jpg|['Guardabarros trasero derecho', 'Puerta trasera derecha', 'Manija derecha']|['Abolladura', 'Fractura', 'Rotura']|['Reparar', 'Reparar', 'Reparar']
